;Unnamed: 0;year;school_name;class_name;class_symbol;class_type;class_size;occupation;available_languages;extended_subjects;points_stats_min;points_stats_avg;points_stats_max
274;274;2021;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] geogr-ang-mat (ang-niem*);1B;ogólnodostępny;31;;ang,niem;geogr,ang,mat;158,95;163,33;171,55
275;275;2021;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] hist-pol-wos (ang-hisz*);1C;ogólnodostępny;31;;ang,hisz;hist,pol,wos;153,40;157,93;170,25
276;276;2021;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] biol-chem-mat (ang-hisz*);1D;ogólnodostępny;31;;ang,hisz;biol,chem,mat;156,10;162,51;179,55
277;277;2021;LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego;[O] ang-hiszp-pol (ang-hisz*);1E;ogólnodostępny;31;;ang,hisz;ang,hiszp,pol;154,90;159,80;170,95
278;278;2021;Technikum Elektryczno-Elektroniczne nr 1;[O] Technik elektronik (ang-niem);1T;ogólnodostępny;30;Technik elektronik;ang,niem;Technik elektronik;99,30;120,67;162,85
279;279;2021;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] biol-chem-ang (ang-hisz);1OL_h;ogólnodostępny;31;;ang,hisz;biol,chem,ang;145,05;151,95;165,55
280;280;2021;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] biol-chem-ang (ang-niem*);1OL_n;ogólnodostępny;31;;ang,niem;biol,chem,ang;136,30;144,87;165,90
281;281;2021;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] hist-ang-pol (ang-niem*);1ML_n;ogólnodostępny;31;;ang,niem;hist,ang,pol;132,65;142,94;159,90
282;282;2021;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] hist-ang-pol (ang-wlo);1ML_w;ogólnodostępny;31;;ang,wlo;hist,ang,pol;137,30;147,51;164,95
283;283;2021;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] hist-ang-wos (ang-hisz);1PRL_h;ogólnodostępny;30;;ang,hisz;hist,ang,wos;134,75;143,95;160,65
284;284;2021;LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego;[O] hist-ang-wos (ang-wlo);1PRL_w;ogólnodostępny;32;;ang,wlo;hist,ang,wos;126,20;135,14;162,60
285;285;2021;Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego;[O] Technik renowacji elementów architektury (ang-niem*);1KT_n;ogólnodostępny;31;Technik renowacji elementów architektury;ang,niem;Technik renowacji elementów architektury;46,45;76,11;133,30
286;286;2021;Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego;[O] Technik renowacji elementów architektury (ang-wlo);1KT_w;ogólnodostępny;31;Technik renowacji elementów architektury;ang,wlo;Technik renowacji elementów architektury;41,00;90,59;126,90
287;287;2021;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-o] hist-pol (ang-niem,ros);1A;integracyjny cz. ogólnodostępna;20;;ang,niem,ros;hist,pol;95,50;114,33;132,45
288;288;2021;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-o] geogr-ang (ang-niem,ros);1B;integracyjny cz. ogólnodostępna;20;;ang,niem,ros;geogr,ang;103,55;121,10;136,70
289;289;2021;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[I-o] biol-ang (ang-niem,ros);1C;integracyjny cz. ogólnodostępna;20;;ang,niem,ros;biol,ang;111,25;125,36;145,85
290;290;2021;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[O] inf-mat (ang-niem,ros);1D;ogólnodostępny;32;;ang,niem,ros;inf,mat;111,90;129,48;166,00
291;291;2021;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;[O] ang-pol (ang-niem,ros);1E;ogólnodostępny;32;;ang,niem,ros;ang,pol;89,60;115,71;149,30
292;292;2021;Technikum nr 24;[O] Technik grafiki i poligrafii cyfrowej (ang*-ros*,niem*);1CGP;ogólnodostępny;32;Technik grafiki i poligrafii cyfrowej;ang,ros,niem;Technik grafiki i poligrafii cyfrowej;93,30;116,79;155,70
293;293;2021;Branżowa Szkoła I stopnia nr 31;[O] Fryzjer (ang);1A;ogólnodostępny;32;Fryzjer;ang;Fryzjer;21,90;54,08;109,20
294;294;2021;Branżowa Szkoła I stopnia nr 31;[O] wielozawodowa (ang,ros);1Aw;ogólnodostępny;32;wielozawodowa;ang,ros;wielozawodowa;52,25;62,65;108,85
295;295;2021;Branżowa Szkoła I stopnia nr 31;[O] wielozawodowa (ang,ros);1Bw;ogólnodostępny;32;wielozawodowa;ang,ros;wielozawodowa;23,55;46,68;73,95
296;296;2021;Branżowa Szkoła I stopnia nr 31;[O] wielozawodowa (ang,ros);1Cw;ogólnodostępny;32;wielozawodowa;ang,ros;wielozawodowa;40,80;52,54;64,75
297;297;2021;Branżowa Szkoła I stopnia nr 31;[O] wielozawodowa (ang,ros);1Aw;ogólnodostępny;32;wielozawodowa;ang,ros;wielozawodowa;52,25;62,65;108,85
298;298;2021;Branżowa Szkoła I stopnia nr 31;[O] wielozawodowa (ang,ros);1Bw;ogólnodostępny;32;wielozawodowa;ang,ros;wielozawodowa;23,55;46,68;73,95
299;299;2021;Branżowa Szkoła I stopnia nr 31;[O] wielozawodowa (ang,ros);1Cw;ogólnodostępny;32;wielozawodowa;ang,ros;wielozawodowa;40,80;52,54;64,75
300;300;2021;Branżowa Szkoła I stopnia nr 31;[O] wielozawodowa (ang,ros);1Aw;ogólnodostępny;32;wielozawodowa;ang,ros;wielozawodowa;52,25;62,65;108,85
301;301;2021;Branżowa Szkoła I stopnia nr 31;[O] wielozawodowa (ang,ros);1Bw;ogólnodostępny;32;wielozawodowa;ang,ros;wielozawodowa;23,55;46,68;73,95
302;302;2021;Branżowa Szkoła I stopnia nr 31;[O] wielozawodowa (ang,ros);1Cw;ogólnodostępny;32;wielozawodowa;ang,ros;wielozawodowa;40,80;52,54;64,75
303;303;2021;Technikum Elektryczne nr 2 im. Synów Pułku;[O] Technik elektryk (ang-niem*);1A;ogólnodostępny;32;Technik elektryk;ang,niem;Technik elektryk;61,15;86,06;126,10
304;304;2021;CXIV Liceum Ogólnokształcące im. Jana Kilińskiego;[O] hist-h.szt.-pol (ang-niem);1a;ogólnodostępny;32;;ang,niem;hist,h.szt.,pol;22,00;105,86;162,90
305;305;2021;CXIV Liceum Ogólnokształcące im. Jana Kilińskiego;[O] ang-biol-wos (ang-niem);1c;ogólnodostępny;32;;ang,niem;ang,biol,wos;88,30;108,29;150,35
306;306;2021;CXIV Liceum Ogólnokształcące im. Jana Kilińskiego;[O] h.szt.-ang-pol (ang-niem,hisz);1d;ogólnodostępny;32;;ang,niem,hisz;h.szt.,ang,pol;70,75;118,47;163,10
307;307;2021;CXIV Liceum Ogólnokształcące im. Jana Kilińskiego;[O] hist-h.szt.-pol (ang-hisz,niem);1b;ogólnodostępny;32;;ang,hisz,niem;hist,h.szt.,pol;48,00;111,82;163,70
308;308;2021;Technikum Mechaniczne nr 7 im. Jana Kilińskiego;[O] Technik optyk (ang-niem);1to;ogólnodostępny;32;Technik optyk;ang,niem;Technik optyk;71,65;87,85;115,90
309;309;2021;Technikum Mechaniczne nr 7 im. Jana Kilińskiego;[O] Technik reklamy (ang-niem);1tr;ogólnodostępny;32;Technik reklamy;ang,niem;Technik reklamy;26,35;75,07;113,00
310;310;2021;Branżowa Szkoła Rzemiosł Artystycznych I stopnia nr 65;[O] Złotnik-jubiler (ang);1w-zj;ogólnodostępny;32;Złotnik-jubiler;ang;Złotnik,jubiler;43,45;70,17;117,30
311;311;2021;Technikum nr 23 im. Fryderyka Skarbka;[O] Technik ortopeda (ang-niem);1Ta;ogólnodostępny;30;Technik ortopeda;ang,niem;Technik ortopeda;61,25;106,11;153,70
312;312;2021;Technikum nr 23 im. Fryderyka Skarbka;[O] Technik ortopeda (ang-niem);1Tb;ogólnodostępny;30;Technik ortopeda;ang,niem;Technik ortopeda;59,35;90,42;164,40
313;313;2021;Technikum nr 23 im. Fryderyka Skarbka;[O] Technik ortopeda (ang-niem);1Ta;ogólnodostępny;30;Technik ortopeda;ang,niem;Technik ortopeda;61,25;106,11;153,70
314;314;2021;Technikum nr 23 im. Fryderyka Skarbka;[O] Technik ortopeda (ang-niem);1Tb;ogólnodostępny;30;Technik ortopeda;ang,niem;Technik ortopeda;59,35;90,42;164,40
315;315;2021;XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi;[O] biol-chem (ang-niem,hisz);1A;ogólnodostępny;30;;ang,niem,hisz;biol,chem;60,00;103,22;164,00
316;316;2021;XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi;[O] geogr-ang-wos (ang-niem,hisz);1B;ogólnodostępny;30;;ang,niem,hisz;geogr,ang,wos;30,50;93,70;134,60
317;317;2021;XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi;[I-o] hist-ang (ang-niem,hisz);1Ci;integracyjny cz. ogólnodostępna;20;;ang,niem,hisz;hist,ang;55,45;94,65;131,05
318;318;2021;XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi;[I-o] biol-chem (ang-hisz,niem);1Ai;integracyjny cz. ogólnodostępna;20;;ang,hisz,niem;biol,chem;58,35;96,70;138,55
319;319;2021;Branżowa Szkoła I stopnia nr 39;[I-o] wielozawodowa (ang);1wia;integracyjny cz. ogólnodostępna;20;wielozawodowa;ang;wielozawodowa;41,35;62,31;99,15
320;320;2021;Branżowa Szkoła I stopnia nr 39;[I-o] wielozawodowa (ang);1wib;integracyjny cz. ogólnodostępna;20;wielozawodowa;ang;wielozawodowa;48,70;64,87;81,75
321;321;2021;Branżowa Szkoła I stopnia nr 39;[I-o] wielozawodowa (ang);1wia;integracyjny cz. ogólnodostępna;20;wielozawodowa;ang;wielozawodowa;41,35;62,31;99,15
322;322;2021;Branżowa Szkoła I stopnia nr 39;[I-o] wielozawodowa (ang);1wib;integracyjny cz. ogólnodostępna;20;wielozawodowa;ang;wielozawodowa;48,70;64,87;81,75
323;323;2021;Technikum nr 6;[O] Technik pojazdów samochodowych (ang*-niem*,ros*);1at+bt;ogólnodostępny;32;Technik pojazdów samochodowych;ang,niem,ros;Technik pojazdów samochodowych;25,75;71,09;142,40
324;324;2021;Branżowa Szkoła I stopnia nr 7;[O] Mechanik pojazdów samochodowych (ang*);1ab;ogólnodostępny;32;Mechanik pojazdów samochodowych;ang;Mechanik pojazdów samochodowych;38,10;64,90;101,70
325;325;2021;Technikum nr 30;[O] Technik technologii drewna (ang-niem,ros);1TD;ogólnodostępny;32;Technik technologii drewna;ang,niem,ros;Technik technologii drewna;30,35;84,40;148,60
326;326;2021;Branżowa Szkoła I stopnia nr 41;[O] wielozawodowa (ang);1A,1B;ogólnodostępny;32;wielozawodowa;ang;wielozawodowa;22,55;55,10;124,60
327;327;2021;Branżowa Szkoła I stopnia nr 41;[O] Fryzjer (ang);1Fa,1Fb;ogólnodostępny;32;Fryzjer;ang;Fryzjer;20,00;48,57;80,95
328;328;2021;Technikum Ekonomiczne nr 5;[O] Technik logistyk (ang-niem*);1L;ogólnodostępny;32;Technik logistyk;ang,niem;Technik logistyk;83,05;102,59;126,80
329;329;2021;Technikum Elektroniczne nr 1;[O] Technik elektronik (ang-ros*);1A;ogólnodostępny;30;Technik elektronik;ang,ros;Technik elektronik;117,50;135,31;166,70
330;330;2021;Technikum Łączności im. prof. dr inż. Janusza Groszkowskiego;[O] Technik informatyk (ang-niem*);1b;ogólnodostępny;32;Technik informatyk;ang,niem;Technik informatyk;117,20;132,42;167,95
331;331;2021;XCVI LICEUM OGÓLNOKSZTAŁCĄCE IM. A. OSIECKIEJ;[O] pol-hist (ang-fra);1LOa;ogólnodostępny;32;;ang,fra;pol,hist;113,10;127,00;158,10
332;332;2021;XCVI LICEUM OGÓLNOKSZTAŁCĄCE IM. A. OSIECKIEJ;[O] mat-inf-ang (ang-niem*);1LOi;ogólnodostępny;32;;ang,niem;mat,inf,ang;131,40;142,52;156,40
333;333;2021;Technikum Ogrodnicze;[O] Technik architektury krajobrazu (ang-niem*);1TAK;ogólnodostępny;32;Technik architektury krajobrazu;ang,niem;Technik architektury krajobrazu;48,95;92,68;159,45
334;334;2021;Technikum Ogrodnicze;[O] Technik ochrony środowiska (ang-niem*);1TOŚ;ogólnodostępny;32;Technik ochrony środowiska;ang,niem;Technik ochrony środowiska;39,00;80,97;127,45
335;335;2021;Technikum Ogrodnicze;[O] Technik weterynarii (ang,niem-niem*);1bTW;ogólnodostępny;32;Technik weterynarii;ang,niem,niem;Technik weterynarii;83,10;106,24;146,70
336;336;2021;XX LICEUM OGÓLNOKSZTAŁCĄCE IM. BOLESŁAWA CHROBREGO W WARSZAWIE;[O] inf-ang (ang*-niem,ros);1C_ogólna_programow;ogólnodostępny;32;;ang,niem,ros;inf,ang;50,60;107,81;156,75
337;337;2021;CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka;[I-o] hist-ang-pol (ang-niem);1AO;integracyjny cz. ogólnodostępna;20;;ang,niem;hist,ang,pol;26,25;72,06;107,75
338;338;2021;CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka;[I-o] biol-ang-pol (ang-niem);1BO;integracyjny cz. ogólnodostępna;20;;ang,niem;biol,ang,pol;82,90;111,06;133,50
339;339;2021;Technikum nr 8 im. Jana Karskiego;[O] Technik organizacji turystyki (ang*-niem*);1TOT;ogólnodostępny;32;Technik organizacji turystyki;ang,niem;Technik organizacji turystyki;72,10;93,87;136,15
340;340;2021;Branżowa Szkoła I stopnia nr 37 im. Jana Karskiego;[O] wielozawodowa (ang*);1B;ogólnodostępny;32;wielozawodowa;ang;wielozawodowa;28,55;64,83;98,25
341;341;2021;LX Liceum Ogólnokształcące im. Wojciecha Górskiego;[O] hist-wos (ang-hisz*,niem*);1PB;ogólnodostępny;32;;ang,hisz,niem;hist,wos;111,35;119,91;150,10
342;342;2021;LX Liceum Ogólnokształcące im. Wojciecha Górskiego;[O] ang-geogr (ang-hisz*,niem*);1PC;ogólnodostępny;32;;ang,hisz,niem;ang,geogr;104,75;120,86;158,15
343;343;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] biol-geogr (ang-hisz);1djudo/taekwondo;mistrzostwa sportowego;30;;ang,hisz;biol,geogr;60,00;85,89;100,00
344;344;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] biol-geogr (ang-hisz);1dszermierka/strzel;mistrzostwa sportowego;30;;ang,hisz;biol,geogr;65,00;71,00;78,00
345;345;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] biol-geogr (ang-hisz);1djudo/taekwondo;mistrzostwa sportowego;30;;ang,hisz;biol,geogr;60,00;85,89;100,00
346;346;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] biol-geogr (ang-hisz);1dszermierka/strzel;mistrzostwa sportowego;30;;ang,hisz;biol,geogr;65,00;71,00;78,00
347;347;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] biol-geogr (ang-hisz);1djudo/taekwondo;mistrzostwa sportowego;30;;ang,hisz;biol,geogr;60,00;85,89;100,00
348;348;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] biol-geogr (ang-hisz);1dszermierka/strzel;mistrzostwa sportowego;30;;ang,hisz;biol,geogr;65,00;71,00;78,00
349;349;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] biol-geogr (ang-hisz);1djudo/taekwondo;mistrzostwa sportowego;30;;ang,hisz;biol,geogr;60,00;85,89;100,00
350;350;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] biol-geogr (ang-hisz);1dszermierka/strzel;mistrzostwa sportowego;30;;ang,hisz;biol,geogr;65,00;71,00;78,00
351;351;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] biol-geogr (ang-hisz);1djudo/taekwondo;mistrzostwa sportowego;30;;ang,hisz;biol,geogr;60,00;85,89;100,00
352;352;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] biol-geogr (ang-hisz);1dszermierka/strzel;mistrzostwa sportowego;30;;ang,hisz;biol,geogr;65,00;71,00;78,00
353;353;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] geogr-wos (ang-niem);1epiłkasiatkowadz;mistrzostwa sportowego;30;;ang,niem;geogr,wos;53,00;69,20;95,00
354;354;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] geogr-wos (ang-niem);1epiłkasiatkowam;mistrzostwa sportowego;30;;ang,niem;geogr,wos;66,00;87,78;98,00
355;355;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] geogr-wos (ang-niem);1epiłkasiatkowadz;mistrzostwa sportowego;30;;ang,niem;geogr,wos;53,00;69,20;95,00
356;356;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] geogr-wos (ang-niem);1epiłkasiatkowam;mistrzostwa sportowego;30;;ang,niem;geogr,wos;66,00;87,78;98,00
357;357;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] geogr-wos (ang-niem);1epiłkasiatkowadz;mistrzostwa sportowego;30;;ang,niem;geogr,wos;53,00;69,20;95,00
358;358;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] geogr-wos (ang-niem);1epiłkasiatkowam;mistrzostwa sportowego;30;;ang,niem;geogr,wos;66,00;87,78;98,00
359;359;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] geogr-wos (ang-niem);1epiłkasiatkowadz;mistrzostwa sportowego;30;;ang,niem;geogr,wos;53,00;69,20;95,00
360;360;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] geogr-wos (ang-niem);1epiłkasiatkowam;mistrzostwa sportowego;30;;ang,niem;geogr,wos;66,00;87,78;98,00
361;361;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1bpięciobójnowoczes;mistrzostwa sportowego;30;;ang,niem;pol,wos;85,00;104,05;118,50
362;362;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1bpływanie;mistrzostwa sportowego;30;;ang,niem;pol,wos;510,00;607,86;830,00
363;363;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1btriathlon;mistrzostwa sportowego;30;;ang,niem;pol,wos;30,00;50,00;70,00
364;364;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1bpięciobójnowoczes;mistrzostwa sportowego;30;;ang,niem;pol,wos;85,00;104,05;118,50
365;365;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1bpływanie;mistrzostwa sportowego;30;;ang,niem;pol,wos;510,00;607,86;830,00
366;366;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1btriathlon;mistrzostwa sportowego;30;;ang,niem;pol,wos;30,00;50,00;70,00
367;367;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1bpięciobójnowoczes;mistrzostwa sportowego;30;;ang,niem;pol,wos;85,00;104,05;118,50
368;368;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1bpływanie;mistrzostwa sportowego;30;;ang,niem;pol,wos;510,00;607,86;830,00
369;369;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1btriathlon;mistrzostwa sportowego;30;;ang,niem;pol,wos;30,00;50,00;70,00
370;370;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1bpięciobójnowoczes;mistrzostwa sportowego;30;;ang,niem;pol,wos;85,00;104,05;118,50
371;371;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1bpływanie;mistrzostwa sportowego;30;;ang,niem;pol,wos;510,00;607,86;830,00
372;372;2021;LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego;[MS] pol-wos (ang-niem);1btriathlon;mistrzostwa sportowego;30;;ang,niem;pol,wos;30,00;50,00;70,00
373;373;2021;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;[O] fiz-ang-mat (ang-niem*);1A,1B/1;ogólnodostępny;30;;ang,niem;fiz,ang,mat;170,40;174,07;187,10
374;374;2021;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;[O] mat-fiz-ang (ang-hisz);1B/2;ogólnodostępny;30;;ang,hisz;mat,fiz,ang;173,60;177,40;184,00
375;375;2021;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;[O] mat-geogr-ang (ang-niem*);1C;ogólnodostępny;30;;ang,niem;mat,geogr,ang;167,60;171,88;186,95
376;376;2021;CXXII Liceum Ogólnokształcące im. Ignacego Domeyki;[O] mat-biol-chem (ang-niem*);1D;ogólnodostępny;30;;ang,niem;mat,biol,chem;167,60;171,13;176,65
377;377;2021;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;[DW] (fra-ang);0A;wstępny;30;;;;142,03;158,62;181,83
378;378;2021;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;[O] geogr-ang-mat (ang-fra,hisz);1B;ogólnodostępny;30;;ang,fra,hisz;geogr,ang,mat;167,10;171,56;178,60
379;379;2021;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;[O] geogr-hist-wos (ang-fra);1C;ogólnodostępny;30;;ang,fra;geogr,hist,wos;154,45;160,45;174,75
380;380;2021;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;[O] biol-chem-mat (ang-fra);1E;ogólnodostępny;30;;ang,fra;biol,chem,mat;157,35;164,06;177,25
381;381;2021;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;[D] biol-chem-mat (fra-ang);1D;dwujęzyczny;21;;fra,ang;biol,chem,mat;126,89;157,44;183,15
382;382;2021;XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej;[D] hist-ang-pol (fra-ang);1F;dwujęzyczny;9;;fra,ang;hist,ang,pol;102,58;151,31;174,37
383;383;2021;"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""";[O] ang (ang-ros*);1A;ogólnodostępny;32;;ang,ros;ang;178,55;182,67;194,15
384;384;2021;"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""";[O] niem (niem*-ang);1B;ogólnodostępny;32;;niem,ang;niem;177,10;182,15;193,00
385;385;2021;"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""";[O] franc (fra*-ang);1C;ogólnodostępny;32;;fra,ang;franc;175,30;177,54;184,45
386;386;2021;"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""";[O] hiszp (hisz*-ang);1D;ogólnodostępny;32;;hisz,ang;hiszp;176,70;180,45;195,60
387;387;2021;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;[O] fiz-mat (ang-hisz);1Ah;ogólnodostępny;30;;ang,hisz;fiz,mat;163,35;166,36;176,65
388;388;2021;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;[O] fiz-mat (ang-niem);1An;ogólnodostępny;30;;ang,niem;fiz,mat;161,00;163,09;166,50
389;389;2021;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;[O] hist-pol-wos (ang-hisz);1Bh;ogólnodostępny;30;;ang,hisz;hist,pol,wos;157,15;163,65;177,45
390;390;2021;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;[O] hist-pol-wos (ang-wlo);1Bw;ogólnodostępny;30;;ang,wlo;hist,pol,wos;154,30;158,13;166,70
391;391;2021;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;[O] biol-chem-mat (ang-hisz);1Ch;ogólnodostępny;30;;ang,hisz;biol,chem,mat;157,20;161,90;172,85
392;392;2021;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;[O] biol-chem-mat (ang-wlo);1Cw;ogólnodostępny;30;;ang,wlo;biol,chem,mat;152,20;156,71;164,60
393;393;2021;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;[O] geogr-mat (ang-niem);1Dn;ogólnodostępny;30;;ang,niem;geogr,mat;155,70;160,60;169,50
394;394;2021;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;[O] pol-ang-hiszp (ang-hisz);1E;ogólnodostępny;30;;ang,hisz;pol,ang,hiszp;158,00;163,75;172,20
395;395;2021;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;[O] geogr-mat (ang-hisz);1Dh;ogólnodostępny;30;;ang,hisz;geogr,mat;159,60;163,64;176,55
396;396;2021;XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka;[O] ang-niem-pol (ang-niem);1F;ogólnodostępny;30;;ang,niem;ang,niem,pol;143,25;150,82;157,25
397;397;2021;CX Liceum Ogólnokształcące im. Roberta Schumana;[O] geogr-ang-hiszp (ang-hisz);1a1;ogólnodostępny;32;;ang,hisz;geogr,ang,hiszp;117,40;130,12;161,05
398;398;2021;CX Liceum Ogólnokształcące im. Roberta Schumana;[O] geogr-ang-niem (ang-niem);1a2;ogólnodostępny;32;;ang,niem;geogr,ang,niem;89,95;108,49;146,20
399;399;2021;CX Liceum Ogólnokształcące im. Roberta Schumana;[O] biol-chem-ang (ang-hisz);1b1;ogólnodostępny;32;;ang,hisz;biol,chem,ang;112,85;129,96;153,90
