;Unnamed: 0;year;school_name;class_name;class_symbol;class_type;class_size;occupation;available_languages;extended_subjects;points_stats_min;points_stats_avg;points_stats_max
400;400;2021;CX Liceum Ogólnokształcące im. Roberta Schumana;[O] biol-chem-ang (ang-niem);1b2;ogólnodostępny;32;;ang,niem;biol,chem,ang;89,70;106,04;146,85
401;401;2021;CX Liceum Ogólnokształcące im. Roberta Schumana;[O] pol-hist-wos (ang-niem);1c1;ogólnodostępny;32;;ang,niem;pol,hist,wos;116,40;123,19;134,40
402;402;2021;CX Liceum Ogólnokształcące im. Roberta Schumana;[O] pol-hist-wos (ang-wlo);1c2;ogólnodostępny;32;;ang,wlo;pol,hist,wos;123,15;131,85;156,75
403;403;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.1Nk;ogólnodostępny;32;;ang,niem;fiz,mat;169,00;170,87;172,75
404;404;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.1Np;ogólnodostępny;32;;ang,niem;fiz,mat;168,30;171,39;180,80
405;405;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.7Nk;ogólnodostępny;32;;ang,niem;fiz,mat;166,40;167,64;168,80
406;406;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.7Np;ogólnodostępny;32;;ang,niem;fiz,mat;166,65;169,90;177,90
407;407;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.1Nk;ogólnodostępny;32;;ang,niem;fiz,mat;169,00;170,87;172,75
408;408;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.1Np;ogólnodostępny;32;;ang,niem;fiz,mat;168,30;171,39;180,80
409;409;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.7Nk;ogólnodostępny;32;;ang,niem;fiz,mat;166,40;167,64;168,80
410;410;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.7Np;ogólnodostępny;32;;ang,niem;fiz,mat;166,65;169,90;177,90
411;411;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.1Nk;ogólnodostępny;32;;ang,niem;fiz,mat;169,00;170,87;172,75
412;412;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.1Np;ogólnodostępny;32;;ang,niem;fiz,mat;168,30;171,39;180,80
413;413;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.7Nk;ogólnodostępny;32;;ang,niem;fiz,mat;166,40;167,64;168,80
414;414;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.7Np;ogólnodostępny;32;;ang,niem;fiz,mat;166,65;169,90;177,90
415;415;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.1Nk;ogólnodostępny;32;;ang,niem;fiz,mat;169,00;170,87;172,75
416;416;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.1Np;ogólnodostępny;32;;ang,niem;fiz,mat;168,30;171,39;180,80
417;417;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.7Nk;ogólnodostępny;32;;ang,niem;fiz,mat;166,40;167,64;168,80
418;418;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-niem);1.7Np;ogólnodostępny;32;;ang,niem;fiz,mat;166,65;169,90;177,90
419;419;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-chem (ang-niem);1.2Nk;ogólnodostępny;32;;ang,niem;mat,chem;163,10;167,92;178,70
420;420;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-chem (ang-niem);1.2Np;ogólnodostępny;32;;ang,niem;mat,chem;162,70;167,24;175,75
421;421;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-chem (ang-niem);1.2Nk;ogólnodostępny;32;;ang,niem;mat,chem;163,10;167,92;178,70
422;422;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-chem (ang-niem);1.2Np;ogólnodostępny;32;;ang,niem;mat,chem;162,70;167,24;175,75
423;423;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-chem (ang-hisz);1.2Hk;ogólnodostępny;32;;ang,hisz;mat,chem;159,55;164,19;173,35
424;424;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-chem (ang-hisz);1.2Hp;ogólnodostępny;32;;ang,hisz;mat,chem;167,35;171,24;179,70
425;425;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-chem (ang-hisz);1.2Hk;ogólnodostępny;32;;ang,hisz;mat,chem;159,55;164,19;173,35
426;426;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-chem (ang-hisz);1.2Hp;ogólnodostępny;32;;ang,hisz;mat,chem;167,35;171,24;179,70
427;427;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-wos (ang-niem);1.3Nk;ogólnodostępny;32;;ang,niem;mat,wos;163,15;165,99;169,00
428;428;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-wos (ang-niem);1.3Np;ogólnodostępny;32;;ang,niem;mat,wos;164,70;166,89;174,00
429;429;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-wos (ang-niem);1.3Nk;ogólnodostępny;32;;ang,niem;mat,wos;163,15;165,99;169,00
430;430;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-wos (ang-niem);1.3Np;ogólnodostępny;32;;ang,niem;mat,wos;164,70;166,89;174,00
431;431;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-wos (ang-hisz);1.3Hk;ogólnodostępny;32;;ang,hisz;mat,wos;160,80;163,23;169,20
432;432;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-wos (ang-hisz);1.3Hp;ogólnodostępny;32;;ang,hisz;mat,wos;168,60;171,69;178,60
433;433;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-wos (ang-hisz);1.3Hk;ogólnodostępny;32;;ang,hisz;mat,wos;160,80;163,23;169,20
434;434;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-wos (ang-hisz);1.3Hp;ogólnodostępny;32;;ang,hisz;mat,wos;168,60;171,69;178,60
435;435;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-geogr (ang-niem);1.4Nk;ogólnodostępny;32;;ang,niem;mat,geogr;169,60;173,74;177,85
436;436;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-geogr (ang-niem);1.4Np;ogólnodostępny;32;;ang,niem;mat,geogr;168,00;169,96;173,55
437;437;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-geogr (ang-niem);1.4Nk;ogólnodostępny;32;;ang,niem;mat,geogr;169,60;173,74;177,85
438;438;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-geogr (ang-niem);1.4Np;ogólnodostępny;32;;ang,niem;mat,geogr;168,00;169,96;173,55
439;439;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-geogr (ang-hisz);1.4Hk;ogólnodostępny;32;;ang,hisz;mat,geogr;170,35;172,39;174,30
440;440;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-geogr (ang-hisz);1.4Hp;ogólnodostępny;32;;ang,hisz;mat,geogr;172,90;177,21;194,00
441;441;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-geogr (ang-hisz);1.4Hk;ogólnodostępny;32;;ang,hisz;mat,geogr;170,35;172,39;174,30
442;442;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-geogr (ang-hisz);1.4Hp;ogólnodostępny;32;;ang,hisz;mat,geogr;172,90;177,21;194,00
443;443;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-biol (ang-niem);1.5Nk;ogólnodostępny;32;;ang,niem;mat,biol;159,50;165,14;172,25
444;444;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-biol (ang-niem);1.5Np;ogólnodostępny;32;;ang,niem;mat,biol;161,95;166,43;172,10
445;445;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-biol (ang-niem);1.5Nk;ogólnodostępny;32;;ang,niem;mat,biol;159,50;165,14;172,25
446;446;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-biol (ang-niem);1.5Np;ogólnodostępny;32;;ang,niem;mat,biol;161,95;166,43;172,10
447;447;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-biol (ang-hisz);1.5Hk;ogólnodostępny;32;;ang,hisz;mat,biol;160,85;163,96;170,45
448;448;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-biol (ang-hisz);1.5Hp;ogólnodostępny;32;;ang,hisz;mat,biol;166,50;170,01;175,95
449;449;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-biol (ang-hisz);1.5Hk;ogólnodostępny;32;;ang,hisz;mat,biol;160,85;163,96;170,45
450;450;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] mat-biol (ang-hisz);1.5Hp;ogólnodostępny;32;;ang,hisz;mat,biol;166,50;170,01;175,95
451;451;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] biol-chem (ang-niem);1.6Nk;ogólnodostępny;32;;ang,niem;biol,chem;164,50;169,08;180,85
452;452;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] biol-chem (ang-niem);1.6Np;ogólnodostępny;32;;ang,niem;biol,chem;166,30;169,63;173,40
453;453;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] biol-chem (ang-niem);1.6Nk;ogólnodostępny;32;;ang,niem;biol,chem;164,50;169,08;180,85
454;454;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] biol-chem (ang-niem);1.6Np;ogólnodostępny;32;;ang,niem;biol,chem;166,30;169,63;173,40
455;455;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] biol-chem (ang-hisz);1.6Hk;ogólnodostępny;32;;ang,hisz;biol,chem;169,25;172,69;176,00
456;456;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] biol-chem (ang-hisz);1.6Hp;ogólnodostępny;32;;ang,hisz;biol,chem;171,05;176,66;186,75
457;457;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] biol-chem (ang-hisz);1.6Hk;ogólnodostępny;32;;ang,hisz;biol,chem;169,25;172,69;176,00
458;458;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] biol-chem (ang-hisz);1.6Hp;ogólnodostępny;32;;ang,hisz;biol,chem;171,05;176,66;186,75
459;459;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-hisz);1.7Hk;ogólnodostępny;32;;ang,hisz;fiz,mat;170,35;172,14;176,35
460;460;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-hisz);1.7Hp;ogólnodostępny;32;;ang,hisz;fiz,mat;172,30;178,29;189,05
461;461;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-hisz);1.7Hk;ogólnodostępny;32;;ang,hisz;fiz,mat;170,35;172,14;176,35
462;462;2021;VI Liceum Ogólnokształcące im. Tadeusza Reytana;[O] fiz-mat (ang-hisz);1.7Hp;ogólnodostępny;32;;ang,hisz;fiz,mat;172,30;178,29;189,05
463;463;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[O] fiz-ang-mat (ang-fra*);1B1;ogólnodostępny;31;;ang,fra;fiz,ang,mat;165,20;168,30;172,25
464;464;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[D] biol-chem (fra-ang);1DS;dwujęzyczny;31;;fra,ang;biol,chem;127,10;160,18;176,60
465;465;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[DW] franc (fra-ang);1Z;wstępny;31;;fra,ang;franc;167,17;175,06;190,00
466;466;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[O] h.szt.-ang-pol (ang-fra*);1A1;ogólnodostępny;31;;ang,fra;h.szt.,ang,pol;172,65;180,29;190,90
467;467;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[O] ang-antyk-pol (ang-fra*);1A2;ogólnodostępny;31;;ang,fra;ang,antyk,pol;163,65;168,61;181,25
468;468;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[O] ang-pol-wos (ang-fra*);1A3;ogólnodostępny;31;;ang,fra;ang,pol,wos;168,70;172,47;179,00
469;469;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[D] hist-antyk-pol (fra-ang);1DL1;dwujęzyczny;31;;fra,ang;hist,antyk,pol;164,97;177,22;197,85
470;470;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[D] hist-pol-wos (fra-ang);1DL2;dwujęzyczny;31;;fra,ang;hist,pol,wos;160,00;168,08;180,90
471;471;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[O] geogr-ang-mat (ang-fra*);1B2;ogólnodostępny;31;;ang,fra;geogr,ang,mat;170,85;173,75;177,20
472;472;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[O] hist-franc-pol (fra*-ang);1C1;ogólnodostępny;31;;fra,ang;hist,franc,pol;156,40;163,02;177,75
473;473;2021;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;[O] geogr-franc-pol (fra*-ang);1C2;ogólnodostępny;31;;fra,ang;geogr,franc,pol;159,55;161,54;166,60
474;474;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] hist-ang-pol (ang-niem*);1B-koszykówka-męska;sportowy;30;;ang,niem;hist,ang,pol;498,00;560,33;649,00
475;475;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] hist-ang-pol (ang-niem*);1B-koszykówka-żeńska;sportowy;30;;ang,niem;hist,ang,pol;429,00;566,92;673,00
476;476;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] hist-ang-pol (ang-niem*);1B-koszykówka-męska;sportowy;30;;ang,niem;hist,ang,pol;498,00;560,33;649,00
477;477;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] hist-ang-pol (ang-niem*);1B-koszykówka-żeńska;sportowy;30;;ang,niem;hist,ang,pol;429,00;566,92;673,00
478;478;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] biol-chem-ang (ang-niem*);1CE-p-nożna-męska;sportowy;30;;ang,niem;biol,chem,ang;73,00;82,23;94,00
479;479;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] biol-chem-ang (ang-niem*);1CE-p-nożna-męska;sportowy;30;;ang,niem;biol,chem,ang;73,00;82,23;94,00
480;480;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] biol-chem-ang (ang-niem*);1CE-p-nożna-męska;sportowy;30;;ang,niem;biol,chem,ang;73,00;82,23;94,00
481;481;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] geogr-ang-mat (ang-niem*);1E-lekkoatletyka;sportowy;30;;ang,niem;geogr,ang,mat;363,00;371,40;387,00
482;482;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] geogr-ang-mat (ang-niem*);1E-sporty-indywid;sportowy;30;;ang,niem;geogr,ang,mat;296,00;390,14;473,00
483;483;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] geogr-ang-mat (ang-niem*);1E-lekkoatletyka;sportowy;30;;ang,niem;geogr,ang,mat;363,00;371,40;387,00
484;484;2021;LXII LICEUM MISTRZOSTWA SPORTOWEGO IM. GENERAŁA BRONI WŁADYSŁAWA ANDERSA;[S] geogr-ang-mat (ang-niem*);1E-sporty-indywid;sportowy;30;;ang,niem;geogr,ang,mat;296,00;390,14;473,00
485;485;2021;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;[O] fiz-ang-mat (ang-hisz*,fra,niem);1C;ogólnodostępny;31;;ang,hisz,fra,niem;fiz,ang,mat;165,65;170,07;176,85
486;486;2021;XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa;[M] (ang-hisz*);1M;międzynarodowy;31;;;;193,24;198,90;213,91
487;487;2021;XXXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA KOSTKI POTOCKIEGO W WARSZAWIE;[O] ang-hiszp-mat (ang-hisz);1b1;ogólnodostępny;30;;ang,hisz;ang,hiszp,mat;142,00;149,97;165,05
488;488;2021;XXXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA KOSTKI POTOCKIEGO W WARSZAWIE;[O] ang-mat-wło (ang-wlo);1b2;ogólnodostępny;30;;ang,wlo;ang,mat,wło;118,10;132,47;159,60
489;489;2021;XXXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA KOSTKI POTOCKIEGO W WARSZAWIE;[D] ang-geogr-wos (ang-wlo);1a1;dwujęzyczny;30;;ang,wlo;ang,geogr,wos;150,87;162,53;181,86
490;490;2021;XXXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA KOSTKI POTOCKIEGO W WARSZAWIE;[D] ang-geogr-wos (ang-niem);1a2;dwujęzyczny;30;;ang,niem;ang,geogr,wos;143,52;150,04;160,89
491;491;2021;XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA STASZICA W WARSZAWIE;[O] fiz-mat (ang-hisz*,niem*);1AB;ogólnodostępny;28;;ang,hisz,niem;fiz,mat;324,35;367,37;409,40
492;492;2021;XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA STASZICA W WARSZAWIE;[O] fiz-mat (ang-hisz*,niem*);1FG;ogólnodostępny;28;;ang,hisz,niem;fiz,mat;174,40;180,58;194,60
493;493;2021;XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA STASZICA W WARSZAWIE;[O] fiz-mat (ang-hisz*,niem*);1AB;ogólnodostępny;32;;ang,hisz,niem;fiz,mat;324,35;367,37;409,40
494;494;2021;XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA STASZICA W WARSZAWIE;[O] fiz-mat (ang-hisz*,niem*);1FG;ogólnodostępny;32;;ang,hisz,niem;fiz,mat;174,40;180,58;194,60
495;495;2021;CV LICEUM OGÓLNOKSZTAŁCĄCE IM.ZBIGNIEWA HERBERTA;[O] hist-ang-pol (ang-fra,niem*,ros);1C;ogólnodostępny;32;;ang,fra,niem,ros;hist,ang,pol;126,05;137,07;163,15
496;496;2021;CV LICEUM OGÓLNOKSZTAŁCĄCE IM.ZBIGNIEWA HERBERTA;[O] fiz-ang-mat (ang-fra,niem*,ros);1F;ogólnodostępny;32;;ang,fra,niem,ros;fiz,ang,mat;145,65;154,43;170,80
497;497;2021;CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana;[O] geogr-ang-niem (niem-ang);1E;ogólnodostępny;30;;niem,ang;geogr,ang,niem;133,25;146,38;168,25
498;498;2021;CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana;[DW] franc (fra-fra);0F;wstępny;32;;fra,fra;franc;153,45;196,65;242,90
499;499;2021;XXVI Liceum Ogólnokształcące im. Juliana Tuwima;[I-o] hist-ang-pol (ang-hisz,niem);1B(o);integracyjny cz. ogólnodostępna;20;;ang,hisz,niem;hist,ang,pol;98,95;113,25;153,90
500;500;2021;XXVI Liceum Ogólnokształcące im. Juliana Tuwima;[O] biol-ang (ang-hisz,niem);1C;ogólnodostępny;32;;ang,hisz,niem;biol,ang;50,85;92,64;154,50
501;501;2021;XXVI Liceum Ogólnokształcące im. Juliana Tuwima;[O] ang-pol-wos (ang-hisz,niem);1D;ogólnodostępny;32;;ang,hisz,niem;ang,pol,wos;79,20;99,24;145,90
502;502;2021;XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika;[M] (ang-fra*,hisz*,niem*);1MYP_1/2;międzynarodowy;30;;;;215,37;218,78;223,87
503;503;2021;XLI Liceum Ogólnokształcące im. Joachima Lelewela;[O] fiz-mat (ang-niem*);1a;ogólnodostępny;30;;ang,niem;fiz,mat;166,95;170,56;184,20
504;504;2021;XLI Liceum Ogólnokształcące im. Joachima Lelewela;[D] geogr-mat (ang-niem*);1b;dwujęzyczny;30;;ang,niem;geogr,mat;181,98;187,59;201,69
505;505;2021;XLI Liceum Ogólnokształcące im. Joachima Lelewela;[O] biol-chem-mat (ang-hisz*);1c;ogólnodostępny;30;;ang,hisz;biol,chem,mat;167,40;171,97;181,95
506;506;2021;XLI Liceum Ogólnokształcące im. Joachima Lelewela;[O] fiz-ang-mat (ang-hisz*);1d;ogólnodostępny;30;;ang,hisz;fiz,ang,mat;167,35;171,08;177,90
507;507;2021;XLI Liceum Ogólnokształcące im. Joachima Lelewela;[O] ang-pol-mat (ang-fra*);1e;ogólnodostępny;30;;ang,fra;ang,pol,mat;159,00;165,65;183,15
508;508;2021;XLI Liceum Ogólnokształcące im. Joachima Lelewela;[O] hist-wos (ang-fra*);1p;ogólnodostępny;30;;ang,fra;hist,wos;162,25;166,33;176,80
509;509;2021;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;[O] hist-ang-pol (ang-hisz,ros,niem);1A;ogólnodostępny;32;;ang,hisz,ros,niem;hist,ang,pol;90,30;108,79;147,00
510;510;2021;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;[O] hist-ang-pol (ang-hisz,ros,niem);1B;ogólnodostępny;32;;ang,hisz,ros,niem;hist,ang,pol;58,05;98,78;152,85
511;511;2021;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;[O] hist-ang-pol (ang-hisz,ros,niem);1C;ogólnodostępny;32;;ang,hisz,ros,niem;hist,ang,pol;23,30;82,61;160,95
512;512;2021;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;[O] hist-ang-pol (ang-hisz,ros,niem);1A;ogólnodostępny;32;;ang,hisz,ros,niem;hist,ang,pol;90,30;108,79;147,00
513;513;2021;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;[O] hist-ang-pol (ang-hisz,ros,niem);1B;ogólnodostępny;32;;ang,hisz,ros,niem;hist,ang,pol;58,05;98,78;152,85
514;514;2021;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;[O] hist-ang-pol (ang-hisz,ros,niem);1C;ogólnodostępny;32;;ang,hisz,ros,niem;hist,ang,pol;23,30;82,61;160,95
515;515;2021;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;[O] hist-ang-pol (ang-hisz,ros,niem);1A;ogólnodostępny;32;;ang,hisz,ros,niem;hist,ang,pol;90,30;108,79;147,00
516;516;2021;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;[O] hist-ang-pol (ang-hisz,ros,niem);1B;ogólnodostępny;32;;ang,hisz,ros,niem;hist,ang,pol;58,05;98,78;152,85
517;517;2021;XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego;[O] hist-ang-pol (ang-hisz,ros,niem);1C;ogólnodostępny;32;;ang,hisz,ros,niem;hist,ang,pol;23,30;82,61;160,95
518;518;2021;LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego;[O] hist-ang-pol (niem*-ang);1A_MED._NIEM.;ogólnodostępny;30;;niem,ang;hist,ang,pol;150,90;155,92;164,60
519;519;2021;LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego;[O] biol-chem (ang-hisz);1B_BIOL.-CHEM._HISZ.;ogólnodostępny;30;;ang,hisz;biol,chem;153,70;156,85;164,25
520;520;2021;LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego;[O] biol-chem (ang-fra);1B_BIOL.-CHEM._FRAN.;ogólnodostępny;30;;ang,fra;biol,chem;150,65;154,29;163,80
521;521;2021;LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego;[O] biol-chem (ang-niem);1B_BIOL.-CHEM._NIEM.;ogólnodostępny;30;;ang,niem;biol,chem;156,55;162,29;172,45
522;522;2021;LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego;[O] ang-pol (ang-hisz*);1C_FILM_HISZ.;ogólnodostępny;30;;ang,hisz;ang,pol;155,30;160,62;167,15
523;523;2021;LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego;[O] ang-pol (ang-fra*);1C_FILM._FRAN.;ogólnodostępny;30;;ang,fra;ang,pol;154,75;159,69;165,50
524;524;2021;LXXXIV Liceum Ogólnokształcące im. Bohaterów Narwiku;[O] geogr-ang-mat (ang-hisz,niem);1La;ogólnodostępny;30;;ang,hisz,niem;geogr,ang,mat;110,55;125,51;153,15
525;525;2021;Technikum nr 9 Lotnicze im. Bohaterów Narwiku;[O] Technik mechanik lotniczy (ang-hisz,niem);1Tc,d;ogólnodostępny;28;Technik mechanik lotniczy;ang,hisz,niem;Technik mechanik lotniczy;121,40;141,81;173,85
526;526;2021;Technikum nr 9 Lotnicze im. Bohaterów Narwiku;[O] Technik informatyk (ang-niem);1Ti;ogólnodostępny;30;Technik informatyk;ang,niem;Technik informatyk;151,15;158,08;167,75
527;527;2021;Technikum nr 7;[O] Technik elektryk (ang-niem);1e;ogólnodostępny;32;Technik elektryk;ang,niem;Technik elektryk;75,35;105,25;150,05
528;528;2021;Technikum nr 7;[O] Technik logistyk (ang*-niem*);1lg;ogólnodostępny;32;Technik logistyk;ang,niem;Technik logistyk;92,90;108,30;130,95
529;529;2021;Technikum nr 7;[O] Technik urządzeń i systemów energetyki odnawialnej (ang-niem);1oze;ogólnodostępny;32;Technik urządzeń i systemów energetyki odnawialnej;ang,niem;Technik urządzeń i systemów energetyki odnawialnej;84,80;106,53;156,90
